Preprocessing Time (s),Feature Extraction Time (s),Prediction Time (s),Accuracy
0.00442557,0.0012021,0.0180489,1
0.0147779,0.00294028,0.0239232,1
0.00519315,0.00165423,0.0156944,1
0.00424534,0.00102638,0.0120866,1
0.0119749,0.00302341,0.0271984,1
0.0158644,0.00455623,0.0488837,1
0.00618886,0.00123477,0.0136299,1
0.0164622,0.00518208,0.0291881,1
0.00494463,0.000957582,0.0107087,1
0.00624336,0.00108861,0.0113405,1
0.0169976,0.00394458,0.0541668,1
0.00707305,0.00203298,0.018022,1
0.0168819,0.00427196,0.0522858,1
0.01406,0.00303326,0.0409062,1
0.0055988,0.00140267,0.0202304,1
0.0082075,0.00232494,0.0193001,1
0.00315594,0.000853682,0.00861108,1
0.0164477,0.00394225,0.0463438,1
0.00462561,0.000998879,0.0113401,1
0.00607864,0.00120092,0.0131113,1
0.0051071,0.00121053,0.0166834,1
0.00486299,0.00107321,0.0212702,1
0.00576935,0.00154728,0.0189413,1
0.0133866,0.00385839,0.0489826,1
0.00895346,0.00142101,0.0177946,1
0.00700873,0.00172682,0.0196669,1
0.0148729,0.00349972,0.0467164,1
0.014711,0.00343315,0.0322925,1
0.00469353,0.00126363,0.0114381,1
0.0131565,0.00412854,0.0416129,1
0.0134425,0.00385056,0.0393012,1
0.0133209,0.00407561,0.0515832,1
0.0130398,0.00311152,0.0370681,1
0.0130216,0.00331115,0.0414434,1
0.0119038,0.00285195,0.0455561,1
0.0116679,0.00225811,0.0194518,1
0.0144141,0.00383399,0.0511099,1
0.0125559,0.00404128,0.0437765,1
0.0130268,0.00383977,0.0422047,1
0.0121316,0.00354649,0.0378305,1
0.0139826,0.00421867,0.0424767,1
0.0114956,0.00364252,0.0393096,1
0.00501205,0.00118414,0.0104123,1
0.0117067,0.00307948,0.0377822,1
0.0113576,0.0030942,0.0340076,1
0.0116429,0.00386927,0.0545868,1
0.0142286,0.0034303,0.0425906,1
0.0159169,0.00393327,0.0362628,1
0.00588308,0.00141088,0.0187516,1
0.00579172,0.00205148,0.0187299,1
0.0117979,0.00296325,0.0360849,1
0.011833,0.00303671,0.0352305,1
0.0126468,0.00364902,0.0432668,1
0.0102544,0.00178007,0.0167527,1
0.00515155,0.00132975,0.0132227,1
0.00558985,0.00128177,0.0173633,1
0.00498444,0.00131437,0.0162278,1
0.00469456,0.00129849,0.0147692,1
0.00929076,0.00278465,0.0417067,1
0.0128679,0.00340714,0.0272554,1
0.00556519,0.00133505,0.0148493,1
0.0149323,0.00492486,0.0516819,1
0.0134116,0.00206899,0.0193378,1
0.00597761,0.00192293,0.0267103,1
0.00577823,0.00203765,0.0212826,1
0.00769507,0.00242087,0.0258439,1
0.0112472,0.00274319,0.0368338,1
0.0116559,0.00292273,0.0305014,1
0.00805087,0.00232121,0.0320269,1
0.00701248,0.00179768,0.0234208,1
0.00741046,0.00195244,0.0214259,1
0.0130281,0.00302947,0.0486713,1
0.0157957,0.00295132,0.0275766,1
0.00477766,0.00130329,0.012612,1
0.0151894,0.00340823,0.0464884,1
0.0138147,0.00335837,0.0310466,1
0.00643904,0.00176548,0.0143341,1
0.008335,0.00361781,0.0404543,1
0.011949,0.00340491,0.041567,1
0.012048,0.00371539,0.0456917,1
0.012949,0.00367013,0.0420514,1
0.00767518,0.00252825,0.0272701,1
0.00777645,0.00211496,0.0278154,1
0.00888781,0.0019386,0.0252325,1
0.00792808,0.00202441,0.0249355,1
0.00734466,0.0021009,0.0258261,1
0.00758416,0.00222605,0.0239144,1
0.00710936,0.00202508,0.0229929,1
0.0115867,0.00310195,0.0297914,1
0.0125761,0.00347925,0.0302994,1
0.00476693,0.00157184,0.0124797,1
0.0138288,0.00378826,0.0517762,1
0.0155745,0.00330474,0.0243117,1
0.0119115,0.00412043,0.0400125,1
0.011647,0.00329022,0.0368123,1
0.00630555,0.00154114,0.0159868,1
0.0119687,0.00309989,0.0422566,1
0.0136388,0.00415309,0.0472668,1
0.0127829,0.0027733,0.0209478,1
0.00405336,0.00120399,0.00856317,1
0.00490383,0.000988333,0.00999369,1
0.0127107,0.0040398,0.0544538,1
0.00909251,0.00259225,0.0309048,1
0.00832185,0.00241022,0.0264346,1
0.0104921,0.00339656,0.0344474,1
0.00955485,0.0020844,0.0190497,1
0.0126913,0.00334155,0.0549057,1
0.0109467,0.00211458,0.0152322,1
0.00408347,0.00108281,0.0102447,1
0.0110869,0.00390225,0.042735,1
0.0117746,0.00411314,0.0383428,1
0.0176252,0.0039501,0.0487598,1
0.0142361,0.00344878,0.0392961,1
0.0138462,0.00413062,0.0283581,1
0.00340402,0.00080437,0.00873627,1
0.00541405,0.00153783,0.016661,1
0.012245,0.00344254,0.0438008,1
0.0124702,0.00337439,0.040694,1
0.0178544,0.00520938,0.0271492,1
0.00571005,0.00171325,0.0169662,1
0.00578796,0.00172945,0.0218046,1
0.0117269,0.00324482,0.043668,1
0.0143747,0.00377799,0.0231484,1
0.00967264,0.00221657,0.0311661,1
0.00752532,0.00158796,0.0189837,1
0.00628612,0.00184028,0.0206857,1
0.0123777,0.00307916,0.0389548,1
0.0160856,0.00388674,0.0296766,1
0.00647728,0.00150658,0.0224035,1
0.0156109,0.00400766,0.0491375,1
0.0145487,0.00452066,0.0421479,1
0.0133955,0.0040355,0.0406436,1
0.011367,0.00366681,0.0388219,1
0.006387,0.0019133,0.0170081,1
0.0139229,0.00394974,0.0386607,1
0.0129556,0.00400406,0.042195,1
0.00653488,0.00146874,0.016209,1
0.0119814,0.0028489,0.0493601,1
0.0127944,0.00328789,0.0361714,1
0.016194,0.00340122,0.0449644,1
0.00768531,0.00207846,0.0252388,1
0.0160675,0.00389718,0.0392792,1
0.0117372,0.00301968,0.0380696,1
0.00754944,0.00164132,0.0178753,1
0.0037176,0.000896652,0.00929467,1
0.0111763,0.00301597,0.0384292,1
0.0123805,0.00316429,0.0394594,1
0.00598798,0.00159226,0.019096,1
0.0134454,0.0034632,0.0480543,1
0.0120466,0.00305846,0.0420085,1
0.0150605,0.00425827,0.0387639,1
0.0125309,0.00299011,0.0379725,1
0.00816684,0.00178362,0.0184533,1
0.0121001,0.00302746,0.0434667,1
0.0119748,0.00331882,0.03728,1
0.0116189,0.00376507,0.0454152,1
0.0111343,0.00337648,0.0367858,1
0.0117326,0.00343436,0.0187935,1
0.0085382,0.0025186,0.0394878,1
0.0139103,0.0040784,0.0288202,1
0.0132052,0.00385322,0.0481279,1
0.0120758,0.00361755,0.035402,1
0.0168199,0.00418925,0.0440799,1
0.00753539,0.00207382,0.0255561,1
0.00795219,0.00214779,0.0264778,1
0.00867054,0.00266015,0.0462818,1
0.00784448,0.00234672,0.0240111,1
0.00688104,0.0017805,0.0234085,1
0.00524853,0.00142676,0.0153418,1
0.01084,0.00302744,0.036032,1
0.0110354,0.00268283,0.0344791,1
0.0100233,0.00240296,0.0156968,1
0.00794269,0.00180889,0.0233241,1
0.00791262,0.00220767,0.0224425,1
0.00964454,0.00270298,0.0293398,1
0.0056537,0.00127777,0.0151028,1
0.00823745,0.00264064,0.0308763,1
0.0105871,0.00319625,0.0312726,1
0.00359785,0.00086323,0.00936843,1
0.00533147,0.00143028,0.0113474,1
0.00969511,0.0027935,0.0453523,1
0.00516369,0.00133273,0.0181412,1
0.00700791,0.00188261,0.0145525,1
0.00533238,0.00142416,0.0164519,1
0.0129815,0.0042448,0.0446001,1
0.00766689,0.00205703,0.0192024,1
0.0048893,0.000997572,0.0103561,1
0.0139298,0.00427155,0.0516249,1
0.00611169,0.00163296,0.0180575,1
0.00685875,0.00198353,0.0203624,1
0.0160082,0.00403475,0.0571877,1
0.0100199,0.0019734,0.0206063,1
0.00362521,0.000986334,0.0106369,1
0.00429557,0.0015377,0.0126196,1
0.013312,0.00366707,0.0389481,1
0.0116004,0.00339746,0.0407609,1
0.0145907,0.00380717,0.0399318,1
0.00720096,0.00184278,0.0171094,1
0.0030403,0.00103421,0.0121668,1
0.00549782,0.00109734,0.0160852,1
0.00326062,0.000850225,0.00934334,1
0.0128763,0.00304092,0.0257128,1
0.00607684,0.00176011,0.0208313,1
0.00424451,0.00144726,0.0159731,1
0.0121904,0.00346443,0.0284901,1
0.0041036,0.00101141,0.0173,1
0.0134344,0.00394578,0.0227221,1
0.00384604,0.00118117,0.0101071,1
0.00457415,0.00116865,0.013094,1
0.0127817,0.00356282,0.0308573,1
0.0125958,0.00369066,0.0400251,1
0.0134027,0.00400882,0.0415882,1
0.0143432,0.00397144,0.0435871,1
0.00746242,0.00215973,0.0269645,1
0.00942347,0.00212555,0.0353259,1
0.00740767,0.00204279,0.0262734,1
0.00759347,0.00228153,0.0245344,1
0.00786573,0.00251625,0.0259449,1
0.00801659,0.00260706,0.025008,1
0.00758243,0.00157367,0.0149447,1
0.0120099,0.00380471,0.0416373,1
0.017034,0.00396636,0.0363232,1
0.017223,0.00410001,0.046497,1
0.0067058,0.00192716,0.0216654,1
0.00725823,0.00216623,0.0261495,1
0.0117918,0.00307962,0.0417617,1
0.0135889,0.00386325,0.0481786,1
0.0141086,0.00307663,0.0376164,1
0.00667952,0.00179089,0.0230198,1
0.0064983,0.00189417,0.0212186,1
0.0122507,0.00355872,0.0460989,1
0.01281,0.00322812,0.0346339,1
0.0159584,0.0039135,0.0453816,1
0.00533757,0.00142416,0.0269781,1
0.00692149,0.00211268,0.0295085,1
0.00435103,0.00110515,0.017005,1
0.00516353,0.00123111,0.0197604,1
0.0119125,0.00309434,0.0379014,1
0.0127779,0.00356523,0.0371385,1
0.013221,0.00301952,0.0481851,1
0.00848274,0.0022247,0.0232998,1
0.00814124,0.00242469,0.0248248,1
0.00762766,0.00227106,0.0278819,1
0.00703516,0.00210776,0.0222593,1
0.0116934,0.00379235,0.0239429,1
0.012318,0.00331723,0.017432,1
0.00389739,0.00102199,0.0126468,1
0.0118399,0.00391202,0.0294298,1
0.00418744,0.00140901,0.0128198,1
0.00680836,0.00215314,0.021251,1
0.0129907,0.00371994,0.0297276,1
0.0039723,0.000962242,0.00981321,1
0.00818414,0.00127039,0.0188333,1
0.00716254,0.00279274,0.0249693,1
0.00544639,0.00159115,0.0165523,1
0.00370325,0.000960388,0.00928106,1
0.00318791,0.000811881,0.00869292,1
0.0035165,0.00128575,0.0108235,1
0.0115477,0.00405067,0.0215655,1
0.00471839,0.00130838,0.0183331,1
0.00549548,0.00152271,0.018426,1
0.0123503,0.00383818,0.0246676,1
0.013568,0.00312164,0.0194267,1
0.0115232,0.00287766,0.0225834,1
0.0119609,0.00277317,0.0283625,1
0.0121791,0.00394347,0.0334234,1
0.00448624,0.00116689,0.0136326,1
0.0118,0.00290761,0.0513343,1
0.0075447,0.00229526,0.0254585,1
0.00829142,0.00219233,0.0226774,1
0.0108718,0.00259977,0.0359239,1
0.0106012,0.00277666,0.0305556,1
0.0102578,0.00290702,0.0365326,1
0.0107296,0.00265246,0.0345786,1
0.0103222,0.00286201,0.0334725,1
0.0116455,0.00341273,0.0335828,1
0.012231,0.0033239,0.0357871,1
0.0115405,0.00277245,0.0372798,1
0.0104545,0.00264523,0.0389563,1
0.010562,0.00258439,0.0349427,1
0.0111477,0.00346891,0.0392118,1
0.0108938,0.00274195,0.033906,1
0.0119009,0.00318298,0.0366319,1
0.0110813,0.00285573,0.0319696,1
0.0102806,0.00289217,0.0347314,1
0.00860794,0.00193549,0.019349,1
0.00346656,0.000912076,0.0096392,1
0.0130697,0.00401392,0.0478635,1
0.0139517,0.00418461,0.0442139,1
0.00747007,0.00203589,0.0199685,1
0.0126712,0.00328808,0.0416099,1
0.0114659,0.00329714,0.0441005,1
0.0146428,0.00359468,0.0363486,1
0.00433336,0.00122247,0.0144289,1
0.00549912,0.00136352,0.0149044,1
0.0144697,0.00319531,0.0526011,1
0.0172294,0.00257847,0.0228867,1
0.00455878,0.000963472,0.0150957,1
0.00676551,0.00236454,0.0280706,1
0.00804642,0.00196505,0.0225246,1
0.00655377,0.00143866,0.0135477,1
0.00877009,0.00237759,0.0351243,1
0.00400445,0.0011656,0.0109999,1
0.00513127,0.00134298,0.0201773,1
0.0143071,0.00247608,0.0156919,1
0.00385711,0.000979764,0.0168355,1
0.00559802,0.00200199,0.0210026,1
0.0118001,0.00293517,0.0234245,1
0.0147323,0.00229976,0.0162574,1
0.00390491,0.00111156,0.0109451,1
0.0118441,0.00349696,0.0302472,1
0.00536794,0.00137058,0.0148943,1
0.00554542,0.00136991,0.0167729,1
0.0108648,0.00284557,0.0281348,1
0.00415472,0.00100408,0.0131481,1
0.00636413,0.00179643,0.0174653,1
0.00804938,0.00195476,0.0177394,1
0.0122426,0.00393,0.0207394,1
0.00346697,0.000955134,0.0107331,1
0.011644,0.00362872,0.0288258,1
0.00399474,0.000956764,0.011876,1
0.00407419,0.00108486,0.0118462,1
0.00449005,0.000891807,0.016201,1
0.0115324,0.00301737,0.0262618,1
0.00392501,0.00127926,0.0101379,1
0.0129663,0.00304025,0.0169014,1
0.00403554,0.00109324,0.0148397,1
0.00441032,0.00127026,0.0150124,1
0.0123523,0.003149,0.0279139,1
0.0112305,0.00322674,0.0252061,1
0.00364427,0.000900563,0.0108977,1
0.0143806,0.00450767,0.0249992,1
0.00378912,0.000980738,0.0105457,1
0.00521789,0.0015662,0.0274741,1
0.0031561,0.00084789,0.00904496,1
0.00551305,0.00168778,0.0173619,1
0.0115744,0.00333834,0.0399789,1
0.0145231,0.00389508,0.0478533,1
0.00991823,0.00246817,0.0334272,1
0.00774379,0.00221241,0.0251944,1
0.00797987,0.00199427,0.0236622,1
0.0114364,0.00317459,0.0474817,1
0.0148396,0.00368199,0.0425677,1
0.00832304,0.0024871,0.0245377,1
0.0124622,0.0039141,0.0414976,1
0.0118653,0.00310602,0.0359188,1
0.00834048,0.00242693,0.0262893,1
0.00752583,0.00240266,0.0250416,1
0.00753723,0.00208644,0.0238794,1
0.010806,0.00325954,0.0474457,1
0.00509783,0.00156433,0.0147147,1
0.0157359,0.00381021,0.0399882,1
0.00793324,0.00227755,0.0217984,1
0.0100768,0.0021184,0.0275527,1
0.0138965,0.00353743,0.0394037,1
0.0113045,0.00275479,0.0305946,1
0.00709696,0.0025199,0.0219823,1
0.00792228,0.00258993,0.0267575,1
0.00991777,0.00241824,0.0377681,1
0.00844205,0.001366,0.0359137,1
0.00813148,0.00189443,0.0237763,1
0.00674467,0.00129532,0.0186588,1
0.00672435,0.00123775,0.0190093,1
0.00339851,0.000899097,0.00907226,1
0.00417654,0.00116698,0.0137497,1
0.00398605,0.00127771,0.0108474,1
0.00996107,0.00284676,0.0430208,1
0.0117057,0.00384854,0.044179,1
0.0131191,0.00387455,0.0476196,1
0.0146895,0.00402556,0.0402909,1
0.0118259,0.00367482,0.0426757,1
0.0112009,0.00253271,0.0268977,1
0.0101701,0.00262984,0.0395824,1
0.0115991,0.00297328,0.034206,1
0.0109317,0.00302451,0.0335502,1
0.0110624,0.00269796,0.0294827,1
0.0100265,0.00299459,0.0349825,1
0.00550752,0.00189795,0.0255628,1
0.00736058,0.00137539,0.0136446,1
0.00669,0.00202999,0.0256533,1
0.0079661,0.00238581,0.029671,1
0.00953923,0.00174527,0.01588,1
0.0156815,0.00399731,0.048152,1
0.00733946,0.00219754,0.022529,1
0.00562217,0.0016722,0.0175951,1
0.0154696,0.00433152,0.0514749,1
0.0168222,0.00205794,0.0149118,1
0.00547561,0.00141553,0.0233442,1
0.0129572,0.00363777,0.0448559,1
0.0117721,0.00321553,0.0419159,1
0.01285,0.00324649,0.0432256,1
0.00895768,0.0023612,0.0252335,1
0.00731656,0.00219059,0.0237826,1
0.00835426,0.00227472,0.0233743,1
0.0103302,0.00220313,0.0351893,1
0.0103566,0.00216599,0.0248491,1
0.00906856,0.00269447,0.0238426,1
0.00900877,0.00256702,0.0250719,1
0.0090812,0.00206551,0.0290347,1
0.0100706,0.00288777,0.0353414,1
0.0102336,0.00298872,0.0354234,1
0.00925757,0.00261249,0.0308393,1
0.0117972,0.00339125,0.0425198,1
0.011921,0.00316862,0.0402527,1
0.0141073,0.00405104,0.0448738,1
0.0138351,0.0032714,0.0458555,1
0.0170791,0.00488266,0.0234677,1
0.00403489,0.00134799,0.0155249,1
0.0123793,0.00317695,0.0425549,1
0.0113358,0.00307472,0.0215678,1
0.00655471,0.00142521,0.0148012,1
0.00874934,0.0019514,0.0184788,1
0.00587686,0.00121908,0.0151057,1
0.00365431,0.00115669,0.0126944,1
0.00689207,0.00153895,0.0121709,1
0.0129314,0.00388581,0.0499328,1
0.0144852,0.00380408,0.0269773,1
0.00690078,0.00165724,0.0177076,1
0.01296,0.00425856,0.0431964,1
0.0149723,0.00423309,0.044303,1
0.0142839,0.00262967,0.041805,1
0.00575608,0.00163087,0.0165945,1
0.00554271,0.00123315,0.010567,1
0.0117013,0.00309911,0.0527636,1
0.0123108,0.00240448,0.0215657,1
0.0036509,0.000933326,0.0144788,1
0.0131642,0.00386659,0.0498183,1
0.0144777,0.00429344,0.0247766,1
0.0160145,0.00431982,0.0502237,1
0.0138544,0.00471518,0.0391818,1
0.00965448,0.0026687,0.0249326,1
0.00679805,0.00195372,0.0199133,1
0.00655017,0.00201801,0.0218612,1
0.00820497,0.00197691,0.0203255,1
0.00856317,0.00192081,0.0248814,1
0.00703233,0.00226601,0.0232433,1
0.0138179,0.00391889,0.0438743,1
0.0137685,0.00318926,0.0326076,1
0.00619047,0.00160618,0.0223791,1
0.0117293,0.00324363,0.0413311,1
0.0120956,0.00345947,0.036899,1
0.0165786,0.00391458,0.0285139,1
0.00564362,0.0017937,0.0198749,1
0.0063856,0.00187334,0.0226143,1
0.0135647,0.00302275,0.0365674,1
0.0114596,0.00292552,0.0285198,1
0.010121,0.0024885,0.0244314,1
0.0119745,0.00319728,0.0380579,1
0.0161325,0.00399485,0.0501182,1
0.00797139,0.00158315,0.018918,1
0.00866386,0.00212456,0.0215213,1
0.0055433,0.0012565,0.0196637,1
0.00553298,0.000947179,0.0112825,1
0.00810699,0.00286379,0.0469538,1
0.0123862,0.00351041,0.0399681,1
0.0142228,0.00401579,0.0371603,1
0.00971099,0.00234114,0.0213578,1
0.00980148,0.00258327,0.0259348,1
0.00570299,0.00118978,0.0117108,1
0.00711584,0.00210783,0.0240457,1
0.00944739,0.00217216,0.0194732,1
0.00771408,0.00184277,0.0219579,1
0.00964662,0.0020624,0.0298787,1
0.0155473,0.00307298,0.0415336,1
0.00481418,0.00134391,0.012982,1
0.011534,0.00373337,0.0481903,1
0.0129067,0.00332422,0.041768,1
0.0122996,0.00306342,0.0443219,1
0.0131585,0.00343906,0.0364679,1
0.011288,0.00307968,0.0407282,1
0.0140092,0.00310349,0.0446185,1
0.00408899,0.00106132,0.0155589,1
0.00822958,0.00220288,0.0245189,1
0.0107679,0.00349696,0.0391278,1
0.012601,0.00347466,0.042345,1
0.0135999,0.00399457,0.0430882,1
0.00732674,0.00200344,0.02738,1
0.00803438,0.00238744,0.0270465,1
0.0104621,0.00315629,0.0371613,1
0.0108236,0.00295105,0.0299119,1
0.00386083,0.00132629,0.0149693,1
0.011169,0.0033518,0.0434326,1
0.0126127,0.00318095,0.0377601,1
0.00768683,0.00242515,0.0294411,1
0.0110971,0.00305333,0.0476514,1
0.0135412,0.00353025,0.0374562,1
0.00754159,0.00270138,0.0296888,1
0.0100794,0.00214807,0.0244003,1
0.00565087,0.00188659,0.0223152,1
0.00574133,0.00139084,0.016445,1
0.0059051,0.00138258,0.0159386,1
0.00791643,0.00204844,0.0324991,1
0.0122604,0.00336726,0.039424,1
0.00679818,0.00120313,0.013363,1
0.00371731,0.0013201,0.0197035,1
0.00337505,0.000903617,0.00873656,1
0.00365511,0.000935328,0.0109584,1
0.0121764,0.0039797,0.0526247,1
0.0122812,0.00330792,0.044697,1
0.0142625,0.00364734,0.0382783,1
0.00638915,0.00155493,0.0207686,1
0.00480412,0.00144726,0.0140225,1
0.00606024,0.00159001,0.0173803,1
0.00408137,0.00104762,0.0117176,1
0.00587075,0.000980715,0.0132139,1
0.00452147,0.0009997,0.0120209,1
0.00522203,0.00124253,0.0268416,1
0.00494621,0.00154522,0.0138211,1
0.00553339,0.00131243,0.0131948,1
0.00427142,0.00126808,0.0114145,1
0.00579609,0.00101999,0.0103862,1
0.00444104,0.00133559,0.0109528,1
0.00507659,0.00133992,0.0136065,1
0.00623294,0.00165825,0.0152469,1
0.00439212,0.00113621,0.0112835,1
0.00420115,0.0012221,0.0133807,1
0.00459249,0.00110833,0.0160558,1
0.00556973,0.00128524,0.0115271,1
0.00387693,0.000982385,0.0120094,1
0.00544449,0.00116005,0.0151891,1
0.00343064,0.000892756,0.00984902,1
0.0123993,0.00311651,0.0515059,1
0.0136298,0.00336351,0.0333611,1
0.00565272,0.00147885,0.0148792,1
0.0121576,0.00387863,0.04595,1
0.0132611,0.00404295,0.0367055,1
0.00973533,0.00248112,0.0269801,1
0.0127566,0.00389008,0.0482296,1
0.0140679,0.00298575,0.0324988,1
0.00760457,0.00229798,0.0246121,1
0.00571551,0.00168636,0.0151356,1
0.00577743,0.000958267,0.0154101,1
0.00527541,0.00127833,0.00913172,1
0.00380271,0.000819155,0.0145311,1
0.0123459,0.00299057,0.0376889,1
0.0113708,0.00325287,0.0397999,1
0.0155563,0.00385023,0.0405441,1
0.00873921,0.00207598,0.0232718,1
0.0105027,0.00283648,0.0253776,1
0.00961206,0.00260673,0.0330162,1
0.00852577,0.00276859,0.0272528,1
0.0144429,0.00345679,0.0417624,1
0.0108549,0.00236515,0.025896,1
0.00961222,0.00221181,0.020921,1
0.00857484,0.00250216,0.030812,1
0.00923292,0.00199667,0.0244718,1
0.0108478,0.00240768,0.0257959,1
0.0122683,0.00319202,0.0444341,1
0.0124667,0.00319162,0.0343192,1
0.00598757,0.00221514,0.0218486,1
0.0113253,0.00318911,0.0388486,1
0.0159511,0.00381724,0.040375,1
0.0133398,0.00404066,0.0430578,1
0.0121629,0.00300391,0.0354908,1
0.0125625,0.00400268,0.0519761,1
0.013097,0.00360087,0.0359888,1
0.0135553,0.00394164,0.0494463,1
0.00749705,0.00165988,0.0176573,1
0.00479043,0.0011938,0.0130681,1
0.0128696,0.00420476,0.0502213,1
0.0144305,0.00395311,0.038354,1
0.0097178,0.00274242,0.0239973,1
0.00977991,0.00327385,0.0392323,1
0.00703539,0.00178605,0.0218074,1
0.00718236,0.00197624,0.0275522,1
0.0102916,0.00317959,0.0259892,1
0.00917561,0.00233637,0.0269269,1
0.00859697,0.00193922,0.0159579,1
0.0109388,0.00297381,0.0407885,1
0.0117464,0.00359948,0.0439087,1
0.0127654,0.00327559,0.0432651,1
0.00731112,0.00216485,0.0272923,1
0.00839527,0.00189379,0.0313054,1
0.00839561,0.0011441,0.0114798,1
0.00606236,0.00157054,0.0177273,1
0.0112734,0.00280878,0.0281839,1
0.00411354,0.000992382,0.0111813,1
0.00617463,0.00207393,0.0176073,1
0.0130596,0.0034459,0.0225739,1
0.00538062,0.00150802,0.0191523,1
0.00452246,0.00114136,0.012023,1
0.00341419,0.00087131,0.0161735,1
0.00609923,0.00189408,0.0261882,1
0.00725969,0.00209764,0.020908,1
0.0122405,0.00339028,0.0415563,1
0.0123185,0.00300553,0.0372372,1
0.00803659,0.00203464,0.0235606,1
0.0124003,0.00309829,0.0453404,1
0.0126593,0.00323526,0.0420909,1
0.00582986,0.0016274,0.0203366,1
0.00330116,0.000924142,0.0100547,1
0.0135178,0.00313914,0.0235731,1
0.00507343,0.00135553,0.0176293,1
0.00336861,0.000839528,0.00913302,1
0.011162,0.00293358,0.0245071,1
0.0123549,0.00463132,0.0232051,1
0.00454692,0.00107964,0.0110245,1
0.012692,0.00407044,0.0238259,1
0.00404847,0.00137782,0.0119891,1
0.00718431,0.00189731,0.025379,1
0.0195441,0.00438796,0.0490892,1
0.0079618,0.00124672,0.014976,1
0.0111816,0.00290728,0.0303542,1
0.0119963,0.00352936,0.0406265,1
0.0125892,0.00313592,0.0370159,1
0.0126639,0.00350183,0.0478717,1
0.00765672,0.0019373,0.0234675,1
0.00725834,0.0018909,0.0235124,1
0.00722329,0.00198692,0.0210059,1
0.00773004,0.00205078,0.0290748,1
0.0128767,0.00339542,0.0439987,1
0.0209948,0.00398858,0.0419292,1
0.0113891,0.00257042,0.032067,1
0.00747049,0.00242613,0.0256354,1
0.00751654,0.00224454,0.0233148,1
0.0127439,0.00337255,0.0402015,1
0.0145108,0.00377781,0.0262742,1
0.00411773,0.00128603,0.0138071,1
0.0118034,0.00333175,0.0445791,1
0.0124172,0.00318097,0.0421797,1
0.0152689,0.00388437,0.0409024,1
0.0171177,0.00386155,0.0398249,1
0.00560267,0.00143643,0.0165525,1
0.0128228,0.00329244,0.0508262,1
0.0116558,0.0023685,0.0227064,1
0.00606178,0.00229161,0.0238293,1
0.0158402,0.00385744,0.0456491,1
0.023665,0.00629916,0.0230827,1
0.00525042,0.00128618,0.0120408,1
0.0115243,0.00309559,0.0397485,1
0.0135725,0.00327278,0.0434175,1
0.00798063,0.00250304,0.0238965,1
0.014144,0.0044354,0.0355622,1
0.0125551,0.00317832,0.0394129,1
0.014785,0.00411159,0.0383184,1
0.00496456,0.00111839,0.012789,1
0.00680982,0.00212848,0.0207222,1
0.0129459,0.00312473,0.0391834,1
0.0123841,0.00347523,0.0446473,1
0.014158,0.00345057,0.0358037,1
0.00728021,0.00229417,0.0293696,1
0.00897385,0.00313199,0.0197614,1
0.0044642,0.00162777,0.0202748,1
0.0123278,0.00380428,0.043068,1
0.0126261,0.00400839,0.038837,1
0.0166386,0.00394094,0.0319461,1
0.00540689,0.00150716,0.0190733,1
0.00469824,0.000995618,0.0183222,1
0.0125734,0.00372595,0.0556518,1
0.0117433,0.00339177,0.0365201,1
0.0130415,0.00401455,0.0516726,1
0.00834777,0.00220401,0.0237813,1
0.010225,0.00236668,0.0155707,1
0.00443554,0.0011491,0.0135807,1
0.00587102,0.00167662,0.0262555,1
0.00705516,0.00207795,0.0209609,1
0.00533247,0.0013184,0.0183508,1
0.00374101,0.00115052,0.00863892,1
0.00515645,0.00115081,0.0121103,1
0.00462555,0.00133627,0.0160677,1
0.00576187,0.00162671,0.0216743,1
0.00617235,0.00154616,0.0197028,1
0.0125655,0.00408062,0.0395729,1
0.00369148,0.000935756,0.00998923,1
0.00376804,0.000876391,0.00991114,1
0.0126616,0.00378533,0.023239,1
0.0058785,0.00138883,0.0181294,1
0.00611918,0.00182825,0.0220004,1
0.014132,0.00370404,0.0389814,1
0.0124303,0.00360051,0.0414552,1
0.00892084,0.00203236,0.0278666,1
0.0107971,0.00277533,0.0365618,1
0.0130561,0.00273199,0.0336305,1
0.0109731,0.00276252,0.0370926,1
0.0109686,0.00334237,0.0326029,1
0.0049455,0.00144523,0.0170123,1
0.0121778,0.00398519,0.0412368,1
0.0130705,0.00391645,0.0403718,1
0.0149726,0.0039884,0.0427443,1
0.00746907,0.00224028,0.0291835,1
0.00738074,0.00203703,0.0278772,1
0.0131888,0.00305396,0.0348202,1
0.00778805,0.00174781,0.0161894,1
0.0051082,0.00155274,0.0223707,1
0.0124011,0.00409118,0.0382653,1
0.0121504,0.00288278,0.0336917,1
0.012708,0.00389099,0.0377004,1
0.0086982,0.00161135,0.0188096,1
0.0057059,0.00138547,0.01921,1
0.0122414,0.00307651,0.0434074,1
0.0136457,0.00380369,0.0457738,1
0.010236,0.00242142,0.0243904,1
0.010062,0.0028517,0.0392383,1
0.0106201,0.00290369,0.0318623,1
0.0104643,0.00337694,0.0327549,1
0.0109569,0.00292362,0.0332381,1
0.0110161,0.00291953,0.0308996,1
0.0104546,0.00336192,0.0357925,1
0.01076,0.00261059,0.0373135,1
0.0104463,0.00275804,0.039994,1
0.0141787,0.00361576,0.0410774,1
0.0165788,0.0033408,0.0330221,1
0.0141525,0.00381498,0.0378009,1
