Preprocessing Time (s),Feature Extraction Time (s),Prediction Time (s),Accuracy,Num Normals,CPU Utilization (%),Model Confidence,Precision,Recall,F1 Score
0.000541516,0.000976843,0.00726396,1,191,710.938,11.5554,1,1,1
0.000933905,0.00615058,0.0184898,1,194,710.938,12.2361,1,1,1
0.00153178,0.0026418,0.0311994,1,204,710.938,11.6554,1,1,1
0.000677947,0.000552606,0.00892696,1,195,710.938,11.9966,1,1,1
0.00118461,0.0163714,0.0302288,1,191,710.938,11.5052,1,1,1
0.0163271,0.00372052,0.0364587,1,258,710.938,13.3084,1,1,1
0.00127361,0.00887763,0.00758768,1,195,710.938,12.274,1,1,1
0.000829031,0.0067827,0.0156,1,196,710.938,11.771,1,1,1
0.0015385,0.00469309,0.03328,1,191,710.938,11.1799,1,1,1
0.00178877,0.00431587,0.0185429,1,190,710.938,11.5865,1,1,1
0.00172696,0.00177698,0.0398282,1,190,710.938,12.691,1,1,1
0.00103548,0.00206924,0.009012,0.989744,195,710.938,12.0034,1,0.989744,0.994845
0.000848325,0.00651783,0.014633,1,199,710.938,10.9601,1,1,1
0.00126188,0.00142952,0.0300548,1,198,710.938,11.1755,1,1,1
0.00169386,0.00301232,0.0258079,1,202,710.938,11.3606,1,1,1
0.000737262,0.00847743,0.0179457,1,200,710.938,12.4676,1,1,1
0.000550346,0.000408759,0.00674503,1,185,710.938,11.8498,1,1,1
0.00126712,0.000887094,0.0258992,1,198,710.938,11.5629,1,1,1
0.00190522,0.0111286,0.0214229,1,199,710.938,10.9575,1,1,1
0.000558146,0.00147596,0.00603928,1,189,710.938,11.3791,1,1,1
0.00177074,0.00154069,0.0236779,1,202,710.938,11.9648,1,1,1
0.00175077,0.00374481,0.0245693,1,196,710.938,11.1962,1,1,1
0.00114601,0.00400707,0.0101016,1,196,710.938,11.2014,1,1,1
0.000695044,0.00304795,0.00723844,1,195,710.938,11.2294,1,1,1
0.00209467,0.00138561,0.026003,1,199,710.938,11.1892,1,1,1
0.00182389,0.00176562,0.0226866,1,191,710.938,11.3044,1,1,1
0.00068414,0.000699944,0.00774602,1,197,710.938,11.5113,1,1,1
0.00192855,0.00129115,0.0285437,1,195,710.938,11.8826,1,1,1
0.00186219,0.0125409,0.0244185,1,206,710.938,12.1724,1,1,1
0.000630194,0.00507659,0.00983601,1,200,710.938,12.0315,1,1,1
0.000982926,0.00151584,0.0159872,1,194,710.938,11.8038,1,1,1
0.00209595,0.0356184,0.00790767,1,197,710.938,11.5415,1,1,1
0.000585572,0.000476685,0.00723032,1,196,710.938,12.0026,1,1,1
0.00173379,0.00220599,0.0467163,1,194,710.938,11.5439,1,1,1
0.000858083,0.00362106,0.00646291,1,193,710.938,11.3402,1,1,1
0.00188634,0.0042024,0.0296222,1,193,710.938,11.9166,1,1,1
0.00226917,0.00668084,0.0139935,1,196,710.938,12.3397,1,1,1
0.000535198,0.000429512,0.00660336,1,200,710.938,12.4879,1,1,1
0.00178271,0.00124893,0.0258627,1,197,710.938,11.1268,1,1,1
0.00236002,0.00140999,0.0289896,0.994872,195,710.938,12.3833,1,0.994872,0.997429
0.0011537,0.00435532,0.00799824,1,197,774.17,10.7732,1,1,1
0.000749482,0.000788437,0.0118081,1,193,774.17,11.9907,1,1,1
0.00145492,0.00807008,0.0238827,1,194,774.17,12.1282,1,1,1
0.00188833,0.00607531,0.016005,1,195,774.17,11.5912,1,1,1
0.00264894,0.0153385,0.0276025,1,195,774.17,11.1693,1,1,1
0.00296302,0.00399676,0.0311228,1,194,774.17,11.2108,1,1,1
0.000710425,0.00100338,0.00760508,1,192,774.17,11.4361,1,1,1
0.000978523,0.00102845,0.0193351,1,198,774.17,11.0376,1,1,1
0.00151139,0.00187663,0.0308143,1,201,774.17,11.3024,1,1,1
0.000847857,0.0102602,0.0115398,1,205,774.17,11.1048,1,1,1
0.000839593,0.00274523,0.00738392,1,198,774.17,12.2409,1,1,1
0.00175775,0.00130108,0.0435151,1,201,774.17,12.4772,1,1,1
0.00116374,0.00362189,0.0124132,1,193,774.17,12.239,1,1,1
0.000527634,0.000395619,0.00645698,1,190,774.17,12.0246,1,1,1
0.0017691,0.00117811,0.0351152,1,188,774.17,12.1578,1,1,1
0.00200156,0.0174081,0.0164833,1,192,774.17,10.6131,1,1,1
0.00190771,0.0168711,0.0265533,1,200,774.17,12.0301,1,1,1
0.000643945,0.000478441,0.00803879,1,201,774.17,12.3972,1,1,1
0.00174502,0.00559064,0.0399409,1,194,774.17,11.4686,1,1,1
0.00118933,0.00233529,0.0162547,1,200,774.17,10.6822,1,1,1
0.000646561,0.000441531,0.00765904,1,193,774.17,11.7474,1,1,1
0.00145862,0.00210638,0.0217926,1,194,774.17,12.8336,1,1,1
0.00132529,0.00193689,0.016284,1,192,774.17,12.2244,1,1,1
0.00119705,0.000798376,0.0150856,1,191,774.17,11.4322,1,1,1
0.000646474,0.000754993,0.00770971,1,198,774.17,11.8041,1,1,1
0.0021661,0.00378106,0.0257295,1,201,774.17,12.5923,1,1,1
0.000913965,0.0011221,0.0117406,1,198,774.17,11.6618,1,1,1
0.00103848,0.00239548,0.0168398,1,192,774.17,12.2279,1,1,1
0.000608049,0.000452146,0.00738496,1,190,774.17,10.8382,1,1,1
0.00199721,0.00126953,0.0345706,1,192,774.17,11.5516,1,1,1
0.00178155,0.00784006,0.0117384,1,189,774.17,10.8784,1,1,1
0.00178862,0.00952016,0.0236445,1,196,774.17,11.705,1,1,1
0.00077118,0.00112562,0.0127306,0.99005,201,774.17,11.6208,1,0.99005,0.995
0.00278007,0.0135766,0.0426304,1,192,774.17,11.6232,1,1,1
0.00137423,0.0211357,0.0143245,1,188,774.17,10.8891,1,1,1
0.000970068,0.0240163,0.0163097,1,198,774.17,10.1501,1,1,1
0.00105314,0.0249399,0.00803149,1,191,774.17,12.1409,1,1,1
0.00053503,0.000417127,0.00683266,1,201,774.17,12.0683,1,1,1
0.000585783,0.00425479,0.00690653,1,191,774.17,11.4107,1,1,1
0.00109974,0.000828768,0.0164551,1,195,774.17,12.8994,1,1,1
0.00183544,0.00325246,0.0243455,1,197,774.17,12.0783,1,1,1
0.00072278,0.00584258,0.00912682,1,196,774.17,12.3403,1,1,1
0.00182112,0.00138263,0.0392958,1,195,774.17,11.6556,1,1,1
0.000865982,0.00300388,0.0119958,1,195,774.17,11.1254,1,1,1
0.000882846,0.000668885,0.0302414,0.994709,189,774.17,10.5866,1,0.994709,0.997347
0.00109409,0.00135975,0.0213994,1,201,774.17,12.3718,1,1,1
0.00125423,0.0116821,0.0148541,1,201,774.17,11.6436,1,1,1
0.00167647,0.012815,0.0219268,1,190,774.17,12.2119,1,1,1
0.000848026,0.00236075,0.0149667,1,201,774.17,11.695,1,1,1
0.00307968,0.00610952,0.035081,1,196,774.17,10.7806,1,1,1
0.000700521,0.000664542,0.00886389,1,196,784.277,10.551,1,1,1
0.00170632,0.00121818,0.0271653,1,197,784.277,10.7712,1,1,1
0.000984583,0.00957379,0.0119608,1,195,784.277,11.9796,1,1,1
0.000919034,0.000637128,0.0130184,1,195,784.277,10.9972,1,1,1
0.000984649,0.00189851,0.01198,1,191,784.277,11.1946,1,1,1
0.00281716,0.00266287,0.0274291,1,196,784.277,11.6034,1,1,1
0.00132135,0.0041533,0.0181781,1,193,784.277,11.5892,1,1,1
0.00195824,0.00331955,0.0156276,1,193,784.277,11.2834,1,1,1
0.000670651,0.000518431,0.00806636,1,202,784.277,11.5617,1,1,1
0.00158523,0.00909422,0.0230457,1,197,784.277,12.3414,1,1,1
0.00194452,0.00165463,0.0248232,1,192,784.277,11.3743,1,1,1
0.00101272,0.00631378,0.0102841,1,198,784.277,10.7419,1,1,1
0.00219163,0.00173951,0.0557183,1,191,784.277,11.7331,1,1,1
0.00129702,0.00122081,0.0134738,1,193,784.277,11.3117,1,1,1
0.00184915,0.00311622,0.0403897,1,193,784.277,11.7862,1,1,1
0.00136574,0.00171465,0.00945395,1,189,784.277,11.748,1,1,1
0.00280687,0.0167247,0.0423491,0.994872,195,784.277,10.9089,1,0.994872,0.997429
0.00130216,0.012774,0.00844873,1,193,784.277,11.4482,1,1,1
0.00127331,0.000958167,0.00740447,0.99505,202,784.277,11.836,1,0.99505,0.997519
0.0015746,0.00175551,0.0256006,1,192,784.277,11.935,1,1,1
0.00205484,0.0139754,0.0248786,1,190,784.277,11.7094,1,1,1
0.00100215,0.00650486,0.0103418,1,195,784.277,11.7638,1,1,1
0.000934691,0.000855287,0.0272232,1,196,784.277,11.8949,1,1,1
0.00166052,0.0051821,0.0451812,1,192,784.277,11.7125,1,1,1
0.00102559,0.0172763,0.00657708,1,195,784.277,11.5682,1,1,1
0.000798911,0.00284743,0.0100388,1,195,784.277,12.4278,1,1,1
0.000988495,0.00161896,0.0219537,1,195,784.277,11.2756,1,1,1
0.00189569,0.0142435,0.0168592,1,192,784.277,11.3968,1,1,1
0.00105265,0.00488172,0.00937811,1,195,784.277,12.5462,1,1,1
0.000569229,0.000468929,0.0076695,1,193,784.277,12.3199,1,1,1
0.0030108,0.00295701,0.0409431,1,197,784.277,11.7829,1,1,1
0.00118501,0.00384429,0.00981906,1,189,784.277,11.8249,1,1,1
0.000911617,0.0088993,0.00789978,1,194,784.277,12.4287,1,1,1
0.000635822,0.0026082,0.00964862,1,195,784.277,12.5692,1,1,1
0.00195212,0.00815829,0.0474167,1,194,784.277,11.5701,1,1,1
0.000992887,0.00126181,0.0115779,0.994898,196,784.277,12.552,1,0.994898,0.997442
0.000827678,0.00487092,0.0170147,1,193,784.277,12.0413,1,1,1
0.00128785,0.000961955,0.0322228,0.984848,198,784.277,11.3276,1,0.984848,0.992366
0.000649355,0.000466016,0.0149995,1,200,784.277,12.697,1,1,1
0.00182722,0.00289217,0.0596488,1,198,784.277,12.1668,1,1,1
0.00146106,0.00419149,0.00963737,1,198,784.277,11.648,1,1,1
0.00100221,0.021465,0.0192564,1,197,784.277,12.2013,1,1,1
0.00206037,0.016538,0.0261177,1,192,784.277,11.477,1,1,1
0.00129402,0.0152832,0.00855062,1,190,784.277,12.1333,1,1,1
0.000642782,0.00386988,0.00832238,1,192,784.277,11.3352,1,1,1
0.00179415,0.00120686,0.0252356,1,196,784.277,12.1267,1,1,1
0.00175656,0.00194462,0.0255815,1,198,784.277,11.1135,1,1,1
0.000576967,0.000748243,0.00719413,1,195,784.277,11.1152,1,1,1
0.00175486,0.00175678,0.0299956,0.994764,191,784.277,11.1541,1,0.994764,0.997375
0.00120355,0.000834595,0.0212938,1,205,784.277,11.5334,1,1,1
0.000643489,0.00323536,0.0102024,1,190,753.467,12.1845,1,1,1
0.00244353,0.00292152,0.0393128,1,188,753.467,11.582,1,1,1
0.00124233,0.00612777,0.0117247,1,198,753.467,12.0193,1,1,1
0.00181204,0.00212488,0.0510681,1,190,753.467,12.5071,1,1,1
0.00105563,0.000838038,0.0085116,1,190,753.467,11.8261,1,1,1
0.00104968,0.000988724,0.0138155,1,188,753.467,10.9443,1,1,1
0.00180745,0.00179294,0.0362048,1,198,753.467,12.2013,1,1,1
0.00113586,0.0167373,0.0113888,1,195,753.467,11.4747,1,1,1
0.00192654,0.0162478,0.0484238,1,193,753.467,11.1333,1,1,1
0.00120977,0.0132763,0.00968976,1,189,753.467,11.9979,1,1,1
0.000607403,0.000681961,0.00743985,1,191,753.467,11.3111,1,1,1
0.00137287,0.00323686,0.0366734,1,193,753.467,11.6944,1,1,1
0.00169834,0.00540363,0.0119041,1,190,753.467,11.3428,1,1,1
0.00174306,0.016964,0.0531651,0.994898,196,753.467,11.4678,1,0.994898,0.997442
0.000922475,0.00904411,0.00830193,0.984456,193,753.467,11.8755,1,0.984456,0.992167
0.000767271,0.000745953,0.0106145,1,195,753.467,12.2637,1,1,1
0.00201219,0.00164555,0.0233945,1,199,753.467,11.797,1,1,1
0.00189257,0.0128143,0.0104447,1,196,753.467,11.2534,1,1,1
0.00107959,0.00296679,0.014884,1,193,753.467,11.7933,1,1,1
0.00176763,0.0178672,0.02791,1,192,753.467,12.4966,1,1,1
0.00157569,0.00463694,0.00868233,1,194,753.467,11.8666,1,1,1
0.00207525,0.0117356,0.0242062,1,194,753.467,10.5069,1,1,1
0.00143555,0.00274134,0.015515,1,189,753.467,11.9639,1,1,1
0.000963696,0.0158665,0.0067651,1,201,753.467,11.5882,1,1,1
0.000777417,0.000651645,0.0193092,1,201,753.467,12.1592,1,1,1
0.00165895,0.00729717,0.0269198,1,192,753.467,12.1353,1,1,1
0.00229113,0.0142176,0.0168916,1,194,753.467,12.0795,1,1,1
0.000730375,0.000559161,0.0090958,1,194,753.467,11.7717,1,1,1
0.00177174,0.00131914,0.0329893,0.994792,192,753.467,11.4863,1,0.994792,0.997389
0.00118481,0.0148593,0.00868487,1,192,753.467,11.6982,1,1,1
0.00183162,0.00126461,0.0336617,1,191,753.467,11.8552,1,1,1
0.000877339,0.00080025,0.0106105,1,190,753.467,11.7676,1,1,1
0.000976455,0.00315166,0.012388,1,189,753.467,10.9347,1,1,1
0.00174456,0.00158595,0.0479469,1,194,753.467,11.3673,1,1,1
0.00181763,0.017044,0.00984538,1,194,753.467,12.2463,1,1,1
0.000584596,0.000680865,0.00885713,1,196,753.467,11.1093,1,1,1
0.00186058,0.00450055,0.0339552,1,194,753.467,12.5687,1,1,1
0.00253829,0.00152841,0.0139947,1,192,753.467,12.2885,1,1,1
0.000922898,0.00150185,0.0153006,0.989362,188,753.467,9.65947,1,0.989362,0.994652
0.00219781,0.00217561,0.0477313,1,194,753.467,11.6734,1,1,1
0.000920967,0.000708388,0.0106034,0.984456,193,753.467,11.2786,1,0.984456,0.992167
0.00196043,0.00334416,0.0250061,1,195,753.467,11.0926,1,1,1
0.000712434,0.000522781,0.00899033,1,191,753.467,12.1206,1,1,1
0.000766409,0.00475605,0.0119076,1,193,753.467,12.2482,1,1,1
0.00117799,0.00284659,0.0301371,1,193,753.467,11.4005,1,1,1
0.00112743,0.00125572,0.0121819,1,196,753.467,12.6297,1,1,1
0.00139832,0.00209766,0.0241164,1,194,753.467,11.6581,1,1,1
0.00135471,0.00572196,0.0204739,1,196,753.467,12.3698,1,1,1
0.00144906,0.00629879,0.0126221,1,197,753.467,11.6557,1,1,1
0.000647152,0.00279152,0.00733256,1,197,753.467,12.4617,1,1,1
0.00173974,0.00119897,0.024633,1,196,741.162,12.0195,1,1,1
0.00144857,0.00681333,0.0124234,1,195,741.162,12.2062,1,1,1
0.00248579,0.00837759,0.023409,1,196,741.162,11.248,1,1,1
0.00113847,0.0147233,0.00944364,1,197,741.162,12.2317,1,1,1
0.00099863,0.00459804,0.021241,1,188,741.162,12.0992,1,1,1
0.0181456,0.00855429,0.0240037,1,261,741.162,13.7762,1,1,1
0.00113174,0.000401684,0.0063542,1,195,741.162,11.6819,1,1,1
0.00129152,0.0029752,0.0435315,1,196,741.162,11.5319,1,1,1
0.00174262,0.0140181,0.0102955,1,196,741.162,12.3343,1,1,1
0.000688167,0.00352453,0.0197517,1,183,741.162,11.4611,1,1,1
0.00169991,0.00352198,0.0249063,1,198,741.162,10.7123,1,1,1
0.00263545,0.00884219,0.0137445,1,198,741.162,11.4363,1,1,1
0.0021829,0.0140672,0.0240365,1,189,741.162,10.9089,1,1,1
0.00153217,0.0187085,0.00880951,1,203,741.162,11.508,1,1,1
0.00205435,0.0172158,0.0408837,1,191,741.162,12.4558,1,1,1
0.00107205,0.000798198,0.00976503,1,190,741.162,10.7344,1,1,1
0.000827017,0.0146525,0.0103764,1,192,741.162,11.5744,1,1,1
0.00110349,0.0341817,0.00625197,1,192,741.162,11.9311,1,1,1
0.000742193,0.000650009,0.0106312,1,195,741.162,11.7356,1,1,1
0.00200685,0.00219351,0.0291113,1,192,741.162,12.2663,1,1,1
0.00111223,0.0115555,0.0144589,1,188,741.162,11.5761,1,1,1
0.00501443,0.0164129,0.0417652,1,191,741.162,11.9242,1,1,1
0.00105665,0.0190149,0.00589556,1,194,741.162,11.5403,1,1,1
0.000863297,0.0102752,0.0139681,1,192,741.162,12.369,1,1,1
0.00168092,0.00232132,0.0257591,1,194,741.162,11.3064,1,1,1
0.00123318,0.00515497,0.0120455,1,192,741.162,11.6639,1,1,1
0.000628906,0.00147685,0.0067323,1,190,741.162,12.4751,1,1,1
0.0012173,0.00101707,0.0220461,1,189,741.162,11.9774,1,1,1
0.00202962,0.0116938,0.0260797,1,197,741.162,11.6554,1,1,1
0.000622992,0.0127507,0.0078031,1,196,741.162,10.505,1,1,1
0.00184716,0.0128298,0.065226,1,197,741.162,11.3157,1,1,1
0.000887976,0.00125106,0.00978142,1,197,741.162,13.6111,1,1,1
0.000816856,0.000377678,0.00647399,1,192,741.162,12.5026,1,1,1
0.00174549,0.00128099,0.0260457,1,196,741.162,12.4735,1,1,1
0.00243119,0.0033045,0.0324691,1,198,741.162,11.7278,1,1,1
0.000652644,0.0022962,0.0106851,1,196,741.162,12.3305,1,1,1
0.000924657,0.00224284,0.0121117,1,194,741.162,12.103,1,1,1
0.00102033,0.016246,0.0107959,1,187,741.162,11.6581,1,1,1
0.00193413,0.00185282,0.0248718,0.994737,190,741.162,12.001,1,0.994737,0.997361
0.00136522,0.00570644,0.00945424,1,202,741.162,10.769,1,1,1
0.000754721,0.000801179,0.0146149,1,195,741.162,11.971,1,1,1
0.00179137,0.0324408,0.0311795,1,196,741.162,10.4656,1,1,1
0.000739121,0.000451015,0.0079684,1,198,741.162,12.5174,1,1,1
0.00179026,0.00225681,0.0408194,1,195,741.162,12.1869,1,1,1
0.000947374,0.00690699,0.0131327,1,192,741.162,12.5843,1,1,1
0.000858491,0.00439038,0.0125453,1,192,741.162,12.1627,1,1,1
0.00266998,0.00518085,0.0261135,1,198,741.162,11.6138,1,1,1
0.00119201,0.000799394,0.0134788,1,192,741.162,11.5391,1,1,1
0.000624588,0.000723223,0.0084409,1,200,741.162,12.39,1,1,1
0.00172432,0.0116969,0.0288191,1,201,741.162,11.7321,1,1,1
0.00207803,0.0237747,0.00825073,1,188,793.945,13.2268,1,1,1
0.000571931,0.00550196,0.0072863,1,198,793.945,11.6792,1,1,1
0.00290157,0.0124473,0.0286201,1,193,793.945,12.2586,1,1,1
0.00157502,0.00364585,0.0112367,0.994819,193,793.945,11.7038,1,0.994819,0.997403
0.00169227,0.00235908,0.06511,0.979275,193,793.945,11.4351,1,0.979275,0.989529
0.000777708,0.00103964,0.00960661,1,195,793.945,12.7207,1,1,1
0.000988732,0.00759041,0.0147447,1,196,793.945,11.0604,1,1,1
0.0017737,0.00266664,0.026409,0.994975,199,793.945,12.5202,1,0.994975,0.997481
0.00125511,0.00200324,0.0120382,1,199,793.945,11.5012,1,1,1
0.000599055,0.000423704,0.00730312,1,195,793.945,11.2018,1,1,1
0.00174391,0.00185458,0.0256007,1,182,793.945,11.1046,1,1,1
0.00185377,0.00595765,0.0281424,1,201,793.945,12.1334,1,1,1
0.00172256,0.0175318,0.0321608,1,191,793.945,11.8643,1,1,1
0.00088253,0.018219,0.0146886,1,192,793.945,11.5296,1,1,1
0.00224707,0.00584039,0.0260898,1,198,793.945,12.0381,1,1,1
0.000661703,0.000572731,0.00762997,1,190,793.945,11.1944,1,1,1
0.00178152,0.00202789,0.0349474,1,196,793.945,11.1737,1,1,1
0.00071344,0.00249994,0.0135102,1,198,793.945,11.4307,1,1,1
0.001276,0.00256866,0.0319745,0.995025,201,793.945,11.6132,1,0.995025,0.997506
0.00117412,0.000846675,0.0152108,1,197,793.945,11.7815,1,1,1
0.00252163,0.00465775,0.0308055,1,193,793.945,12.0985,1,1,1
0.000656747,0.000460102,0.00877343,1,199,793.945,13.483,1,1,1
0.00117844,0.00111127,0.0261468,1,200,793.945,11.8169,1,1,1
0.00161897,0.00286044,0.0270219,1,197,793.945,11.5132,1,1,1
0.0049419,0.00293417,0.0118055,1,257,793.945,13.543,1,1,1
0.00197379,0.000716846,0.013866,1,199,793.945,11.899,1,1,1
0.00131885,0.00272025,0.0152233,1,192,793.945,11.9901,1,1,1
0.00149883,0.0037508,0.0161931,0.994764,191,793.945,11.68,1,0.994764,0.997375
0.000888168,0.000652572,0.0179579,1,198,793.945,11.9999,1,1,1
0.00148112,0.00369548,0.0207361,1,198,793.945,12.1872,1,1,1
0.00211655,0.00821705,0.0242719,1,193,793.945,12.1933,1,1,1
0.000840144,0.0129369,0.00960393,0.994924,197,793.945,11.1906,1,0.994924,0.997455
0.000769732,0.00581583,0.00995716,1,195,793.945,11.334,1,1,1
0.00125346,0.00110301,0.0272774,1,197,793.945,12.8486,1,1,1
0.00124102,0.00257293,0.016546,1,195,793.945,12.0533,1,1,1
0.000619545,0.0069965,0.00743002,0.994709,189,793.945,11.7282,1,0.994709,0.997347
0.00100968,0.00175431,0.0193222,1,197,793.945,11.5969,1,1,1
0.00146145,0.000835829,0.0224555,1,193,793.945,11.6614,1,1,1
0.00131321,0.00454287,0.030231,1,193,793.945,11.7265,1,1,1
0.000884716,0.00334258,0.0116467,0.994764,191,793.945,11.9341,1,0.994764,0.997375
0.000894883,0.00203904,0.012346,1,187,793.945,12.362,1,1,1
0.00179393,0.0031898,0.0357878,1,198,793.945,11.1507,1,1,1
0.00132549,0.0124313,0.0143291,1,191,793.945,12.6108,1,1,1
0.000729431,0.00281268,0.00724101,1,198,793.945,10.8515,1,1,1
0.00101001,0.000693555,0.0173741,1,192,793.945,11.6896,1,1,1
0.00189513,0.00188639,0.0239202,1,196,793.945,12.9718,1,1,1
0.00181894,0.00962549,0.032754,1,190,793.945,11.211,1,1,1
0.000699606,0.000543172,0.00826226,1,191,793.945,11.8229,1,1,1
0.0011632,0.0100538,0.0220106,1,198,793.945,11.7823,1,1,1
0.00165551,0.0016763,0.0303174,1,195,793.945,11.8285,1,1,1
0.000693679,0.00895078,0.0090144,1,194,770.361,11.2399,1,1,1
0.00174516,0.0019154,0.0288609,1,200,770.361,11.0912,1,1,1
0.00127061,0.00582919,0.02134,1,197,770.361,11.7375,1,1,1
0.000724448,0.000993742,0.00860284,1,202,770.361,12.067,1,1,1
0.00171403,0.00684363,0.0295002,1,193,770.361,11.273,1,1,1
0.0213335,0.0378896,0.0103892,0.996241,266,770.361,13.7228,1,0.996241,0.998117
0.00143518,0.00470083,0.00612588,1,195,770.361,11.8518,1,1,1
0.00181359,0.00567834,0.0360169,1,191,770.361,12.1092,1,1,1
0.00116682,0.0137564,0.00828974,1,199,770.361,11.4781,1,1,1
0.000556051,0.000913574,0.0104855,1,193,770.361,11.5474,1,1,1
0.00184177,0.00120543,0.0265538,1,196,770.361,11.5888,1,1,1
0.00277274,0.0100682,0.0328444,0.989418,189,770.361,11.3254,1,0.989418,0.994681
0.000744203,0.000545165,0.00841593,1,189,770.361,11.6093,1,1,1
0.000734422,0.00160418,0.00947013,1,196,770.361,12.0512,1,1,1
0.00188597,0.0139319,0.051627,1,191,770.361,11.9754,1,1,1
0.000776329,0.000538167,0.00888453,1,187,770.361,12.2251,1,1,1
0.00264943,0.00139174,0.0350133,1,197,770.361,10.9896,1,1,1
0.000982089,0.00454927,0.0114526,1,197,770.361,11.7122,1,1,1
0.00090175,0.00158009,0.0110475,1,190,770.361,12.2707,1,1,1
0.00169585,0.00889201,0.0226531,1,192,770.361,11.5587,1,1,1
0.00382432,0.00360597,0.018317,0.994737,190,770.361,11.5703,1,0.994737,0.997361
0.00176718,0.00225224,0.0249979,0.97449,196,770.361,11.8417,1,0.97449,0.98708
0.00071924,0.00130362,0.00994454,1,206,770.361,11.0452,1,1,1
0.00100351,0.000694739,0.0186872,0.994845,194,770.361,11.0718,1,0.994845,0.997416
0.00194357,0.00212299,0.0362847,1,190,770.361,12.0091,1,1,1
0.00170794,0.0135459,0.0388262,1,190,770.361,11.7965,1,1,1
0.00129651,0.0088365,0.00706235,1,192,770.361,11.4788,1,1,1
0.000634081,0.000824239,0.0106586,1,203,770.361,11.1054,1,1,1
0.00142778,0.00206251,0.033246,0.984772,197,770.361,11.5861,1,0.984772,0.992327
0.00138067,0.00214951,0.0178175,1,195,770.361,12.1695,1,1,1
0.00191604,0.0145706,0.024373,1,191,770.361,11.5921,1,1,1
0.00127843,0.0108895,0.00784297,1,195,770.361,11.651,1,1,1
0.000662862,0.000602266,0.00851559,1,198,770.361,11.9724,1,1,1
0.00175284,0.00127877,0.028769,1,193,770.361,11.0734,1,1,1
0.0036559,0.0142204,0.014084,1,196,770.361,12.3444,1,1,1
0.000637291,0.000932379,0.0117858,1,191,770.361,12.0586,1,1,1
0.00172358,0.00178209,0.0253619,1,192,770.361,11.8269,1,1,1
0.00222359,0.00237921,0.0210843,1,194,770.361,12.5231,1,1,1
0.000628317,0.00312918,0.00987972,1,189,770.361,10.6849,1,1,1
0.00174442,0.00119866,0.0462267,1,192,770.361,11.7608,1,1,1
0.00183419,0.0131292,0.0100001,1,195,770.361,11.2035,1,1,1
0.000550057,0.00819211,0.0068546,1,192,770.361,11.2521,1,1,1
0.00104739,0.00376809,0.0184855,1,194,770.361,12.1147,1,1,1
0.000891467,0.000617868,0.0171986,1,195,770.361,11.6684,1,1,1
0.00182409,0.00380135,0.0233824,1,199,770.361,11.9724,1,1,1
0.00171193,0.00188774,0.030775,1,192,770.361,11.3071,1,1,1
0.000760412,0.000449507,0.011727,1,193,770.361,12.0619,1,1,1
0.00177745,0.00180744,0.0272009,1,198,770.361,11.1946,1,1,1
0.000882704,0.0187867,0.00691088,1,194,770.361,10.9899,1,1,1
0.00194557,0.0156976,0.0200727,0.984456,193,770.361,11.6884,1,0.984456,0.992167
0.000931738,0.00566351,0.00942462,0.989529,191,770.361,12.2227,1,0.989529,0.994737
0.00288193,0.0168366,0.0269051,0.989691,194,804.785,11.3359,1,0.989691,0.994819
0.000944114,0.00389177,0.0099756,1,191,804.785,11.9563,1,1,1
0.00083959,0.00232696,0.010823,1,197,804.785,12.0755,1,1,1
0.00206545,0.00132208,0.0220201,1,191,804.785,12.0823,1,1,1
0.00219773,0.0141689,0.0125146,1,187,804.785,11.8031,1,1,1
0.00275501,0.00650537,0.0306785,1,196,804.785,12.1498,1,1,1
0.000741865,0.000710241,0.00839565,1,198,804.785,11.943,1,1,1
0.000835889,0.00729129,0.0225118,1,192,804.785,10.2356,1,1,1
0.00153531,0.0101533,0.0159063,1,191,804.785,12.2951,1,1,1
0.00070177,0.00118068,0.0102042,0.963158,190,804.785,11.0649,1,0.963158,0.981233
0.00181233,0.0019706,0.0445361,0.989848,197,804.785,11.3556,1,0.989848,0.994898
0.00112758,0.00156936,0.0107125,1,199,804.785,11.4608,1,1,1
0.000885108,0.00185934,0.0135553,1,191,804.785,11.3943,1,1,1
0.00129264,0.00135108,0.0265037,1,194,804.785,11.4345,1,1,1
0.00147633,0.00267483,0.0140838,0.979058,191,804.785,10.6398,1,0.979058,0.989418
0.00242641,0.00465581,0.0399114,1,195,804.785,10.8121,1,1,1
0.00119071,0.00150661,0.00966824,0.989691,194,804.785,9.98197,1,0.989691,0.994819
0.0010362,0.00544933,0.00706525,1,197,804.785,10.8748,1,1,1
0.00177477,0.005465,0.0232849,1,193,804.785,11.1329,1,1,1
0.00212958,0.00548358,0.0221117,1,191,804.785,13.152,1,1,1
0.00114681,0.00194546,0.00866606,1,195,804.785,11.8483,1,1,1
0.00079007,0.00101211,0.0188888,1,200,804.785,12.3192,1,1,1
0.00219039,0.016877,0.0441747,1,197,804.785,12.9723,1,1,1
0.000829531,0.00104662,0.00681561,1,191,804.785,12.0406,1,1,1
0.000829319,0.000899519,0.010011,1,193,804.785,11.5607,1,1,1
0.00171237,0.0093875,0.0401161,1,195,804.785,11.2809,1,1,1
0.00182224,0.0011896,0.0235109,1,198,804.785,11.9458,1,1,1
0.000782119,0.000625634,0.00755508,0.994737,190,804.785,11.8163,1,0.994737,0.997361
