Preprocessing Time (s),Feature Extraction Time (s),Prediction Time (s),Accuracy,Num Normals,CPU Utilization (%),Model Confidence
0.00100127,0.00186649,0.0179843,1,191,43.8965,11.3957
0.00125055,0.00261703,0.0269215,1,194,43.8965,11.3534
0.000975104,0.00169023,0.0170542,1,190,43.8965,12.8007
0.00255689,0.0039075,0.0179041,1,196,43.8965,11.7211
0.012979,0.0053527,0.014929,1,247,43.8965,13.3234
0.000517669,0.000966545,0.00704976,1,199,43.8965,12.9885
0.00192522,0.00294285,0.0186818,1,193,43.8965,12.0729
0.00177242,0.00305855,0.0279872,1,187,43.8965,12.3205
0.00143966,0.00279764,0.0275739,1,190,43.8965,12.2164
0.000628819,0.00108622,0.00786968,1,191,43.8965,10.2614
0.00180967,0.00398412,0.0153641,1,189,43.8965,10.5195
0.00800898,0.00472703,0.0213782,1,247,43.8965,12.8344
0.000671156,0.00132051,0.00832941,1,195,43.8965,10.4751
0.00167427,0.00308192,0.0194516,1,187,43.8965,11.0645
0.00169889,0.00316459,0.019688,1,190,43.8965,11.2682
0.00173941,0.00331622,0.0203696,1,196,43.8965,11.8101
0.00172706,0.00315992,0.0192516,1,190,43.8965,11.6145
0.00171766,0.00313543,0.0195578,1,190,43.8965,11.6286
0.000917929,0.00171499,0.0131786,1,193,43.8965,11.5044
0.00173131,0.00320194,0.0193226,1,187,43.8965,11.2709
0.00173796,0.00315177,0.0205549,1,190,43.8965,11.2287
0.00168653,0.00327798,0.0208705,1,197,43.8965,11.1087
0.00160182,0.00315904,0.0196964,1,190,43.8965,11.7175
0.000644601,0.00116366,0.00723889,1,185,43.8965,11.8094
0.00178629,0.00315941,0.019516,1,191,43.8965,12.1555
0.00168108,0.00315652,0.0197987,1,191,43.8965,12.1248
0.00093779,0.00165779,0.0129525,1,190,43.8965,11.2953
0.0016769,0.00324854,0.0200339,1,194,43.8965,11.4541
0.000917924,0.00191447,0.0130647,1,187,43.8965,12.0344
0.00171706,0.00316725,0.0195847,1,191,43.8965,12.0166
0.00177352,0.00352727,0.0215693,1,190,43.8965,10.9154
0.0011704,0.00219869,0.0176174,1,192,48.4375,11.8266
0.00154937,0.00285297,0.0198545,1,194,48.4375,11.7436
0.00173455,0.00320243,0.0201631,1,194,48.4375,11.4568
0.00173041,0.00328561,0.0198129,1,196,48.4375,10.8479
0.00168,0.0031812,0.0195556,1,192,48.4375,11.6109
0.000954863,0.00171925,0.0129692,1,194,48.4375,11.5313
0.00172899,0.00302397,0.0197732,1,187,48.4375,11.1239
0.0011659,0.00218486,0.017657,1,195,48.4375,12.2682
0.00172346,0.00306642,0.01975,1,188,48.4375,11.6272
0.00175103,0.00305209,0.019419,1,188,48.4375,11.6782
0.000616612,0.00106949,0.00658546,1,187,48.4375,11.4107
0.00113721,0.0022199,0.0159053,1,193,48.4375,11.4719
0.00167388,0.00314613,0.019595,1,190,48.4375,11.7475
0.00168045,0.00304028,0.0189435,1,185,48.4375,11.5297
0.00172536,0.00316125,0.0129743,1,190,48.4375,10.7277
0.00171271,0.00325984,0.0128654,1,192,48.4375,12.0879
0.000644142,0.00127432,0.00798525,1,196,48.4375,11.4668
0.00114028,0.00215939,0.0129184,0.994652,187,48.4375,10.9429
0.0017246,0.00304663,0.0190488,1,188,48.4375,11.2662
0.00173719,0.00339373,0.0200005,1,195,48.4375,11.9043
0.000678141,0.00120758,0.00730939,0.962162,185,48.4375,11.6965
0.00170731,0.00325774,0.0197333,0.994845,194,48.4375,11.6175
0.0017807,0.0031675,0.0197616,1,190,48.4375,10.9259
0.00082425,0.00154035,0.0113008,1,192,48.4375,10.7721
0.000991065,0.00187836,0.0113974,1,195,48.4375,11.1653
0.00168959,0.00331947,0.0180688,1,196,48.4375,12.1979
0.00126186,0.00271637,0.0199545,1,191,48.4375,11.9488
0.00172319,0.00311952,0.0196963,1,190,48.4375,10.9052
0.00169127,0.00319176,0.0197777,1,191,48.4375,11.774
0.00174536,0.00310989,0.0194952,1,189,48.4375,11.0362
0.00169622,0.00309759,0.0195015,1,189,48.4375,11.3171
0.00125439,0.00241368,0.0148418,1,198,48.4375,11.3347
0.00187058,0.00327682,0.020791,1,189,48.4375,11.8571
0.000679207,0.00147693,0.00968834,1,197,48.4375,11.8484
0.00127832,0.00208119,0.0144496,1,190,48.4375,11.6579
0.00168414,0.00320952,0.0198039,1,192,48.4375,11.3355
0.0016612,0.00319307,0.0133847,1,192,48.4375,11.8375
0.00169141,0.00321855,0.0200077,1,193,48.4375,11.8789
0.00155212,0.00275094,0.019617,1,188,48.4375,10.9322
0.00173678,0.00321012,0.0195534,1,193,48.4375,11.012
0.00153854,0.00307844,0.0202319,1,192,48.4375,11.231
0.000923213,0.00162341,0.0125657,1,187,48.4375,12.2082
0.00173753,0.00335719,0.0208219,1,197,48.4375,12.3314
0.00118747,0.00217314,0.0177839,1,195,48.4375,11.3019
0.00170169,0.00318349,0.0200804,1,190,48.4375,11.4794
0.00169644,0.0033147,0.0198886,1,196,48.4375,12.3917
0.0016943,0.00331534,0.020009,1,196,48.4375,12.3339
0.00112325,0.00224737,0.0177104,1,194,48.4375,11.4664
0.00174754,0.0030998,0.019537,1,190,48.4375,12.0599
0.0017042,0.00326091,0.0207209,1,195,48.4375,11.0609
0.00171181,0.00311556,0.0193926,1,188,68.6035,12.1285
0.00169407,0.00298729,0.0197056,1,182,68.6035,12.7739
0.00169545,0.00311151,0.0193559,1,188,68.6035,10.9332
0.00711176,0.00424202,0.0193851,1,248,68.6035,13.3348
0.00169962,0.00321213,0.0196562,1,191,68.6035,12.9736
0.00174821,0.00319188,0.00647714,1,195,68.6035,11.8463
0.00177232,0.0032227,0.0203249,1,192,68.6035,12.0973
0.00175282,0.00313661,0.019292,1,189,68.6035,11.891
0.00190017,0.00323525,0.0184259,1,193,68.6035,11.4362
0.0017683,0.00361299,0.0207874,1,196,68.6035,11.8514
0.00174033,0.00329524,0.0201765,1,196,68.6035,11.4289
0.00180317,0.00315735,0.0189999,1,192,68.6035,11.5191
0.00153655,0.00288814,0.018075,1,195,68.6035,12.6583
0.00176952,0.00329059,0.0200008,0.994924,197,68.6035,10.9969
0.0017694,0.00324287,0.0207092,1,195,68.6035,11.4239
0.00158394,0.00301004,0.0197628,1,193,68.6035,11.7802
0.00176356,0.00316277,0.0209399,1,190,68.6035,11.9612
0.00175482,0.00320345,0.0198017,1,193,68.6035,11.5609
0.000496376,0.000895136,0.00573737,1,193,68.6035,11.4202
0.00177084,0.00313297,0.0199952,1,189,68.6035,12.3157
0.00179927,0.00316925,0.0200179,1,191,68.6035,11.1735
0.00177544,0.00318078,0.0201591,1,194,68.6035,12.0397
0.0011553,0.00262143,0.0175782,1,192,68.6035,11.7769
0.00174441,0.00320724,0.0200439,1,194,68.6035,10.584
0.00154513,0.00308407,0.0199637,1,192,68.6035,11.9175
0.00176134,0.00326797,0.0198745,1,195,68.6035,11.4765
0.00137726,0.00276794,0.0172504,1,187,68.6035,11.5494
0.00194656,0.00330105,0.019646,1,196,68.6035,11.789
0.00249626,0.0032366,0.0209659,1,192,68.6035,10.9739
0.00156414,0.00312296,0.0201102,1,195,68.6035,12.1415
0.00153471,0.00312574,0.0200356,1,193,68.6035,11.2332
0.00156609,0.00298309,0.0193659,1,189,68.6035,11.7002
0.00176416,0.00325604,0.0192043,1,194,68.6035,11.8541
0.00180694,0.00317473,0.0218248,1,192,68.6035,10.7409
0.00154258,0.00320336,0.0201771,1,194,68.6035,11.8477
0.00176725,0.00312156,0.0195211,1,190,68.6035,11.974
0.00181743,0.00303549,0.0194219,1,188,68.6035,11.8416
0.00152212,0.00313568,0.0200347,1,194,68.6035,11.5239
0.00174783,0.00316573,0.0109718,1,190,68.6035,12.4441
0.00171857,0.0031329,0.0202641,1,191,68.6035,11.4716
